"iyear","district","attackty_1","n_inc","sum_kill","sum_wound"
2014,"FR Peshawar","Bombing/Explosion",1,0,0
2015,"FR Peshawar","Bombing/Explosion",0,0,0
2016,"FR Peshawar","Bombing/Explosion",0,0,0
2000,"FR Tank","Bombing/Explosion",0,0,0
2001,"FR Tank","Bombing/Explosion",0,0,0
2002,"FR Tank","Bombing/Explosion",0,0,0
2003,"FR Tank","Bombing/Explosion",0,0,0
2004,"FR Tank","Bombing/Explosion",0,0,0
2005,"FR Tank","Bombing/Explosion",0,0,0
2006,"FR Tank","Bombing/Explosion",1,4,0
2007,"FR Tank","Bombing/Explosion",0,0,0
2008,"FR Tank","Bombing/Explosion",0,0,0
2009,"FR Tank","Bombing/Explosion",2,14,23
2010,"FR Tank","Bombing/Explosion",0,0,0
2011,"FR Tank","Bombing/Explosion",0,0,0
2012,"FR Tank","Bombing/Explosion",4,1,2
2013,"FR Tank","Bombing/Explosion",1,0,0
2014,"FR Tank","Bombing/Explosion",1,6,8
2015,"FR Tank","Bombing/Explosion",0,0,0
2016,"FR Tank","Bombing/Explosion",0,0,0
2000,"Ghanchi","Bombing/Explosion",0,0,0
2001,"Ghanchi","Bombing/Explosion",0,0,0
2002,"Ghanchi","Bombing/Explosion",0,0,0
2003,"Ghanchi","Bombing/Explosion",0,0,0
2004,"Ghanchi","Bombing/Explosion",0,0,0
2005,"Ghanchi","Bombing/Explosion",0,0,0
2006,"Ghanchi","Bombing/Explosion",0,0,0
2007,"Ghanchi","Bombing/Explosion",0,0,0
2008,"Ghanchi","Bombing/Explosion",0,0,0
2009,"Ghanchi","Bombing/Explosion",0,0,0
2010,"Ghanchi","Bombing/Explosion",0,0,0
2011,"Ghanchi","Bombing/Explosion",0,0,0
2012,"Ghanchi","Bombing/Explosion",0,0,0
2013,"Ghanchi","Bombing/Explosion",0,0,0
2014,"Ghanchi","Bombing/Explosion",0,0,0
2015,"Ghanchi","Bombing/Explosion",0,0,0
2016,"Ghanchi","Bombing/Explosion",0,0,0
2000,"Ghizer","Bombing/Explosion",0,0,0
2001,"Ghizer","Bombing/Explosion",0,0,0
2002,"Ghizer","Bombing/Explosion",0,0,0
2003,"Ghizer","Bombing/Explosion",0,0,0
2004,"Ghizer","Bombing/Explosion",0,0,0
2005,"Ghizer","Bombing/Explosion",0,0,0
2006,"Ghizer","Bombing/Explosion",0,0,0
2007,"Ghizer","Bombing/Explosion",0,0,0
2008,"Ghizer","Bombing/Explosion",0,0,0
2009,"Ghizer","Bombing/Explosion",0,0,0
2010,"Ghizer","Bombing/Explosion",0,0,0
2011,"Ghizer","Bombing/Explosion",0,0,0
2012,"Ghizer","Bombing/Explosion",0,0,0
2013,"Ghizer","Bombing/Explosion",0,0,0
2014,"Ghizer","Bombing/Explosion",0,0,0
2015,"Ghizer","Bombing/Explosion",1,0,0
2016,"Ghizer","Bombing/Explosion",0,0,0
2000,"Ghotki","Bombing/Explosion",0,0,0
2001,"Ghotki","Bombing/Explosion",0,0,0
2002,"Ghotki","Bombing/Explosion",0,0,0
2003,"Ghotki","Bombing/Explosion",0,0,0
2004,"Ghotki","Bombing/Explosion",0,0,0
2005,"Ghotki","Bombing/Explosion",0,0,0
2006,"Ghotki","Bombing/Explosion",0,0,0
2007,"Ghotki","Bombing/Explosion",0,0,0
2008,"Ghotki","Bombing/Explosion",0,0,0
2009,"Ghotki","Bombing/Explosion",0,0,0
2010,"Ghotki","Bombing/Explosion",1,0,0
2011,"Ghotki","Bombing/Explosion",0,0,0
2012,"Ghotki","Bombing/Explosion",4,0,0
2013,"Ghotki","Bombing/Explosion",0,0,0
2014,"Ghotki","Bombing/Explosion",3,2,2
2015,"Ghotki","Bombing/Explosion",0,0,0
2016,"Ghotki","Bombing/Explosion",0,0,0
2000,"Gilgit","Bombing/Explosion",0,0,0
2001,"Gilgit","Bombing/Explosion",0,0,0
2002,"Gilgit","Bombing/Explosion",0,0,0
2003,"Gilgit","Bombing/Explosion",0,0,0
2004,"Gilgit","Bombing/Explosion",1,0,5
2005,"Gilgit","Bombing/Explosion",0,0,0
2006,"Gilgit","Bombing/Explosion",0,0,0
2007,"Gilgit","Bombing/Explosion",0,0,0
2008,"Gilgit","Bombing/Explosion",0,0,0
2009,"Gilgit","Bombing/Explosion",1,1,3
2010,"Gilgit","Bombing/Explosion",0,0,0
2011,"Gilgit","Bombing/Explosion",1,0,2
2012,"Gilgit","Bombing/Explosion",3,7,54
2013,"Gilgit","Bombing/Explosion",3,0,2
2014,"Gilgit","Bombing/Explosion",2,3,10
2015,"Gilgit","Bombing/Explosion",0,0,0
2016,"Gilgit","Bombing/Explosion",0,0,0
2000,"Gujranwala","Bombing/Explosion",0,0,0
2001,"Gujranwala","Bombing/Explosion",2,2,1
2002,"Gujranwala","Bombing/Explosion",0,0,0
2003,"Gujranwala","Bombing/Explosion",0,0,0
2004,"Gujranwala","Bombing/Explosion",0,0,0
2005,"Gujranwala","Bombing/Explosion",0,0,0
2006,"Gujranwala","Bombing/Explosion",0,0,0
2007,"Gujranwala","Bombing/Explosion",0,0,0
2008,"Gujranwala","Bombing/Explosion",0,0,0
2009,"Gujranwala","Bombing/Explosion",0,0,0
2010,"Gujranwala","Bombing/Explosion",0,0,0
2011,"Gujranwala","Bombing/Explosion",7,0,29
2012,"Gujranwala","Bombing/Explosion",1,0,0
2013,"Gujranwala","Bombing/Explosion",0,0,0
2014,"Gujranwala","Bombing/Explosion",0,0,0
2015,"Gujranwala","Bombing/Explosion",0,0,0
2016,"Gujranwala","Bombing/Explosion",0,0,0
2000,"Gujrat","Bombing/Explosion",1,0,0
2001,"Gujrat","Bombing/Explosion",1,7,7
2002,"Gujrat","Bombing/Explosion",0,0,0
2003,"Gujrat","Bombing/Explosion",0,0,0
2004,"Gujrat","Bombing/Explosion",0,0,0
2005,"Gujrat","Bombing/Explosion",0,0,0
2006,"Gujrat","Bombing/Explosion",0,0,0
2007,"Gujrat","Bombing/Explosion",0,0,0
2008,"Gujrat","Bombing/Explosion",0,0,0
2009,"Gujrat","Bombing/Explosion",0,0,0
2010,"Gujrat","Bombing/Explosion",0,0,0
2011,"Gujrat","Bombing/Explosion",2,0,0
2012,"Gujrat","Bombing/Explosion",1,1,0
2013,"Gujrat","Bombing/Explosion",1,2,1
2014,"Gujrat","Bombing/Explosion",0,0,0
2015,"Gujrat","Bombing/Explosion",0,0,0
2016,"Gujrat","Bombing/Explosion",0,0,0
2000,"Gwadar","Bombing/Explosion",0,0,0
2001,"Gwadar","Bombing/Explosion",0,0,0
2002,"Gwadar","Bombing/Explosion",0,0,0
2003,"Gwadar","Bombing/Explosion",0,0,0
2004,"Gwadar","Bombing/Explosion",4,3,11
2005,"Gwadar","Bombing/Explosion",0,0,0
2006,"Gwadar","Bombing/Explosion",2,0,0
2007,"Gwadar","Bombing/Explosion",0,0,0
2008,"Gwadar","Bombing/Explosion",1,0,2
2009,"Gwadar","Bombing/Explosion",6,0,13
2010,"Gwadar","Bombing/Explosion",3,0,10
2011,"Gwadar","Bombing/Explosion",0,0,0
2012,"Gwadar","Bombing/Explosion",1,0,8
2013,"Gwadar","Bombing/Explosion",6,0,17
2014,"Gwadar","Bombing/Explosion",6,1,4
2015,"Gwadar","Bombing/Explosion",10,3,10
2016,"Gwadar","Bombing/Explosion",5,2,3
2000,"Hafizabad","Bombing/Explosion",0,0,0
2001,"Hafizabad","Bombing/Explosion",0,0,0
2002,"Hafizabad","Bombing/Explosion",0,0,0
2003,"Hafizabad","Bombing/Explosion",0,0,0
2004,"Hafizabad","Bombing/Explosion",0,0,0
2005,"Hafizabad","Bombing/Explosion",0,0,0
2006,"Hafizabad","Bombing/Explosion",0,0,0
2007,"Hafizabad","Bombing/Explosion",0,0,0
2008,"Hafizabad","Bombing/Explosion",0,0,0
2009,"Hafizabad","Bombing/Explosion",0,0,0
2010,"Hafizabad","Bombing/Explosion",0,0,0
2011,"Hafizabad","Bombing/Explosion",0,0,0
2012,"Hafizabad","Bombing/Explosion",0,0,0
2013,"Hafizabad","Bombing/Explosion",0,0,0
2014,"Hafizabad","Bombing/Explosion",0,0,0
2015,"Hafizabad","Bombing/Explosion",0,0,0
2016,"Hafizabad","Bombing/Explosion",0,0,0
2000,"Hangu","Bombing/Explosion",0,0,0
2001,"Hangu","Bombing/Explosion",0,0,0
2002,"Hangu","Bombing/Explosion",0,0,0
2003,"Hangu","Bombing/Explosion",0,0,0
2004,"Hangu","Bombing/Explosion",0,0,0
2005,"Hangu","Bombing/Explosion",0,0,0
2006,"Hangu","Bombing/Explosion",1,31,50
2007,"Hangu","Bombing/Explosion",4,9,41
2008,"Hangu","Bombing/Explosion",4,5,19
2009,"Hangu","Bombing/Explosion",10,3,8
2010,"Hangu","Bombing/Explosion",10,33,73
2011,"Hangu","Bombing/Explosion",10,57,71
2012,"Hangu","Bombing/Explosion",16,20,17
2013,"Hangu","Bombing/Explosion",28,77,148
2014,"Hangu","Bombing/Explosion",46,21,44
2015,"Hangu","Bombing/Explosion",5,0,0
2016,"Hangu","Bombing/Explosion",5,0,0
2000,"Haripur","Bombing/Explosion",0,0,0
2001,"Haripur","Bombing/Explosion",0,0,0
2002,"Haripur","Bombing/Explosion",0,0,0
2003,"Haripur","Bombing/Explosion",0,0,0
2004,"Haripur","Bombing/Explosion",0,0,0
2005,"Haripur","Bombing/Explosion",0,0,0
2006,"Haripur","Bombing/Explosion",0,0,0
2007,"Haripur","Bombing/Explosion",1,16,27
2008,"Haripur","Bombing/Explosion",0,0,0
2009,"Haripur","Bombing/Explosion",0,0,0
2010,"Haripur","Bombing/Explosion",0,0,0
2011,"Haripur","Bombing/Explosion",0,0,0
2012,"Haripur","Bombing/Explosion",0,0,0
2013,"Haripur","Bombing/Explosion",0,0,0
2014,"Haripur","Bombing/Explosion",2,1,2
2015,"Haripur","Bombing/Explosion",0,0,0
2016,"Haripur","Bombing/Explosion",0,0,0
2000,"Harnai","Bombing/Explosion",0,0,0
2001,"Harnai","Bombing/Explosion",0,0,0
2002,"Harnai","Bombing/Explosion",0,0,0
2003,"Harnai","Bombing/Explosion",0,0,0
2004,"Harnai","Bombing/Explosion",0,0,0
2005,"Harnai","Bombing/Explosion",1,0,0
2006,"Harnai","Bombing/Explosion",1,0,0
2007,"Harnai","Bombing/Explosion",0,0,0
2008,"Harnai","Bombing/Explosion",0,0,0
2009,"Harnai","Bombing/Explosion",0,0,0
2010,"Harnai","Bombing/Explosion",0,0,0
2011,"Harnai","Bombing/Explosion",0,0,0
2012,"Harnai","Bombing/Explosion",0,0,0
2013,"Harnai","Bombing/Explosion",1,0,4
2014,"Harnai","Bombing/Explosion",1,0,4
2015,"Harnai","Bombing/Explosion",2,2,6
2016,"Harnai","Bombing/Explosion",3,0,0
2000,"Hattian","Bombing/Explosion",0,0,0
2001,"Hattian","Bombing/Explosion",0,0,0
2002,"Hattian","Bombing/Explosion",0,0,0
2003,"Hattian","Bombing/Explosion",0,0,0
2004,"Hattian","Bombing/Explosion",0,0,0
2005,"Hattian","Bombing/Explosion",0,0,0
2006,"Hattian","Bombing/Explosion",0,0,0
2007,"Hattian","Bombing/Explosion",0,0,0
2008,"Hattian","Bombing/Explosion",0,0,0
2009,"Hattian","Bombing/Explosion",0,0,0
2010,"Hattian","Bombing/Explosion",0,0,0
2011,"Hattian","Bombing/Explosion",0,0,0
2012,"Hattian","Bombing/Explosion",0,0,0
2013,"Hattian","Bombing/Explosion",0,0,0
2014,"Hattian","Bombing/Explosion",0,0,0
2015,"Hattian","Bombing/Explosion",0,0,0
2016,"Hattian","Bombing/Explosion",0,0,0
2000,"Haveli","Bombing/Explosion",0,0,0
2001,"Haveli","Bombing/Explosion",0,0,0
2002,"Haveli","Bombing/Explosion",0,0,0
2003,"Haveli","Bombing/Explosion",0,0,0
2004,"Haveli","Bombing/Explosion",0,0,0
2005,"Haveli","Bombing/Explosion",0,0,0
2006,"Haveli","Bombing/Explosion",0,0,0
2007,"Haveli","Bombing/Explosion",0,0,0
2008,"Haveli","Bombing/Explosion",0,0,0
2009,"Haveli","Bombing/Explosion",0,0,0
2010,"Haveli","Bombing/Explosion",0,0,0
2011,"Haveli","Bombing/Explosion",0,0,0
2012,"Haveli","Bombing/Explosion",0,0,0
2013,"Haveli","Bombing/Explosion",0,0,0
2014,"Haveli","Bombing/Explosion",0,0,0
2015,"Haveli","Bombing/Explosion",0,0,0
2016,"Haveli","Bombing/Explosion",0,0,0
2000,"Hunza Nagar","Bombing/Explosion",0,0,0
2001,"Hunza Nagar","Bombing/Explosion",0,0,0
2002,"Hunza Nagar","Bombing/Explosion",0,0,0
2003,"Hunza Nagar","Bombing/Explosion",0,0,0
2004,"Hunza Nagar","Bombing/Explosion",0,0,0
2005,"Hunza Nagar","Bombing/Explosion",0,0,0
2006,"Hunza Nagar","Bombing/Explosion",0,0,0
2007,"Hunza Nagar","Bombing/Explosion",0,0,0
2008,"Hunza Nagar","Bombing/Explosion",0,0,0
2009,"Hunza Nagar","Bombing/Explosion",0,0,0
2010,"Hunza Nagar","Bombing/Explosion",0,0,0
2011,"Hunza Nagar","Bombing/Explosion",0,0,0
2012,"Hunza Nagar","Bombing/Explosion",0,0,0
2013,"Hunza Nagar","Bombing/Explosion",0,0,0
2014,"Hunza Nagar","Bombing/Explosion",0,0,0
2015,"Hunza Nagar","Bombing/Explosion",0,0,0
2016,"Hunza Nagar","Bombing/Explosion",0,0,0
2000,"Hyderabad","Bombing/Explosion",4,13,53
2001,"Hyderabad","Bombing/Explosion",0,0,0
2002,"Hyderabad","Bombing/Explosion",2,3,14
2003,"Hyderabad","Bombing/Explosion",3,0,17
2004,"Hyderabad","Bombing/Explosion",1,0,0
2005,"Hyderabad","Bombing/Explosion",0,0,0
2006,"Hyderabad","Bombing/Explosion",0,0,0
2007,"Hyderabad","Bombing/Explosion",0,0,0
2008,"Hyderabad","Bombing/Explosion",1,0,0
2009,"Hyderabad","Bombing/Explosion",0,0,0
2010,"Hyderabad","Bombing/Explosion",2,0,0
2011,"Hyderabad","Bombing/Explosion",4,0,0
2012,"Hyderabad","Bombing/Explosion",7,0,6
2013,"Hyderabad","Bombing/Explosion",9,1,6
2014,"Hyderabad","Bombing/Explosion",5,1,3
2015,"Hyderabad","Bombing/Explosion",2,0,0
2016,"Hyderabad","Bombing/Explosion",5,1,15
2000,"Islamabad","Bombing/Explosion",1,16,60
2001,"Islamabad","Bombing/Explosion",3,0,29
2002,"Islamabad","Bombing/Explosion",2,5,46
2003,"Islamabad","Bombing/Explosion",1,0,0
2004,"Islamabad","Bombing/Explosion",1,1,2
2005,"Islamabad","Bombing/Explosion",1,20,100
2006,"Islamabad","Bombing/Explosion",0,0,0
2007,"Islamabad","Bombing/Explosion",6,60,213
2008,"Islamabad","Bombing/Explosion",6,162,370
2009,"Islamabad","Bombing/Explosion",6,28,59
2010,"Islamabad","Bombing/Explosion",4,15,100
2011,"Islamabad","Bombing/Explosion",3,9,29
2012,"Islamabad","Bombing/Explosion",1,0,0
2013,"Islamabad","Bombing/Explosion",3,2,2
2014,"Islamabad","Bombing/Explosion",9,35,111
2015,"Islamabad","Bombing/Explosion",1,0,0
2016,"Islamabad","Bombing/Explosion",0,0,0
2000,"Jacobabad","Bombing/Explosion",0,0,0
2001,"Jacobabad","Bombing/Explosion",0,0,0
2002,"Jacobabad","Bombing/Explosion",1,1,3
2003,"Jacobabad","Bombing/Explosion",0,0,0
2004,"Jacobabad","Bombing/Explosion",0,0,0
2005,"Jacobabad","Bombing/Explosion",0,0,0
2006,"Jacobabad","Bombing/Explosion",1,0,0
2007,"Jacobabad","Bombing/Explosion",0,0,0
2008,"Jacobabad","Bombing/Explosion",0,0,0
2009,"Jacobabad","Bombing/Explosion",0,0,0
2010,"Jacobabad","Bombing/Explosion",0,0,0
2011,"Jacobabad","Bombing/Explosion",3,0,0
2012,"Jacobabad","Bombing/Explosion",1,3,12
2013,"Jacobabad","Bombing/Explosion",10,0,7
2014,"Jacobabad","Bombing/Explosion",5,5,33
2015,"Jacobabad","Bombing/Explosion",8,28,27
2016,"Jacobabad","Bombing/Explosion",0,0,0
2000,"Jaffarabad","Bombing/Explosion",0,0,0
2001,"Jaffarabad","Bombing/Explosion",0,0,0
2002,"Jaffarabad","Bombing/Explosion",0,0,0
2003,"Jaffarabad","Bombing/Explosion",0,0,0
2004,"Jaffarabad","Bombing/Explosion",1,0,0
2005,"Jaffarabad","Bombing/Explosion",0,0,0
2006,"Jaffarabad","Bombing/Explosion",1,1,0
2007,"Jaffarabad","Bombing/Explosion",0,0,0
2008,"Jaffarabad","Bombing/Explosion",10,8,29
2009,"Jaffarabad","Bombing/Explosion",2,0,0
2010,"Jaffarabad","Bombing/Explosion",2,1,11
2011,"Jaffarabad","Bombing/Explosion",12,21,21
2012,"Jaffarabad","Bombing/Explosion",5,4,12
2013,"Jaffarabad","Bombing/Explosion",11,9,51
2014,"Jaffarabad","Bombing/Explosion",12,2,24
2015,"Jaffarabad","Bombing/Explosion",11,0,0
2016,"Jaffarabad","Bombing/Explosion",2,0,0
2000,"Jamshoro","Bombing/Explosion",0,0,0
2001,"Jamshoro","Bombing/Explosion",0,0,0
2002,"Jamshoro","Bombing/Explosion",0,0,0
2003,"Jamshoro","Bombing/Explosion",0,0,0
2004,"Jamshoro","Bombing/Explosion",0,0,0
2005,"Jamshoro","Bombing/Explosion",0,0,0
2006,"Jamshoro","Bombing/Explosion",0,0,0
2007,"Jamshoro","Bombing/Explosion",0,0,0
2008,"Jamshoro","Bombing/Explosion",0,0,0
2009,"Jamshoro","Bombing/Explosion",0,0,0
2010,"Jamshoro","Bombing/Explosion",0,0,0
2011,"Jamshoro","Bombing/Explosion",1,0,0
2012,"Jamshoro","Bombing/Explosion",5,0,0
2013,"Jamshoro","Bombing/Explosion",4,0,11
2014,"Jamshoro","Bombing/Explosion",4,0,0
2015,"Jamshoro","Bombing/Explosion",0,0,0
2016,"Jamshoro","Bombing/Explosion",0,0,0
2000,"Jhal Magsi","Bombing/Explosion",0,0,0
2001,"Jhal Magsi","Bombing/Explosion",0,0,0
2002,"Jhal Magsi","Bombing/Explosion",0,0,0
2003,"Jhal Magsi","Bombing/Explosion",0,0,0
2004,"Jhal Magsi","Bombing/Explosion",0,0,0
2005,"Jhal Magsi","Bombing/Explosion",0,0,0
2006,"Jhal Magsi","Bombing/Explosion",0,0,0
2007,"Jhal Magsi","Bombing/Explosion",0,0,0
2008,"Jhal Magsi","Bombing/Explosion",0,0,0
2009,"Jhal Magsi","Bombing/Explosion",0,0,0
2010,"Jhal Magsi","Bombing/Explosion",0,0,0
2011,"Jhal Magsi","Bombing/Explosion",1,0,0
2012,"Jhal Magsi","Bombing/Explosion",0,0,0
2013,"Jhal Magsi","Bombing/Explosion",3,0,4
2014,"Jhal Magsi","Bombing/Explosion",1,0,0
2015,"Jhal Magsi","Bombing/Explosion",0,0,0
2016,"Jhal Magsi","Bombing/Explosion",0,0,0
2000,"Jhang","Bombing/Explosion",0,0,0
2001,"Jhang","Bombing/Explosion",0,0,0
2002,"Jhang","Bombing/Explosion",0,0,0
2003,"Jhang","Bombing/Explosion",1,1,5
2004,"Jhang","Bombing/Explosion",0,0,0
2005,"Jhang","Bombing/Explosion",0,0,0
2006,"Jhang","Bombing/Explosion",0,0,0
2007,"Jhang","Bombing/Explosion",0,0,0
2008,"Jhang","Bombing/Explosion",0,0,0
2009,"Jhang","Bombing/Explosion",0,0,0
2010,"Jhang","Bombing/Explosion",0,0,0
2011,"Jhang","Bombing/Explosion",0,0,0
2012,"Jhang","Bombing/Explosion",0,0,0
2013,"Jhang","Bombing/Explosion",0,0,0
2014,"Jhang","Bombing/Explosion",0,0,0
2015,"Jhang","Bombing/Explosion",0,0,0
2016,"Jhang","Bombing/Explosion",0,0,0
2000,"Jhelum","Bombing/Explosion",0,0,0
2001,"Jhelum","Bombing/Explosion",0,0,0
2002,"Jhelum","Bombing/Explosion",0,0,0
2003,"Jhelum","Bombing/Explosion",0,0,0
2004,"Jhelum","Bombing/Explosion",0,0,0
2005,"Jhelum","Bombing/Explosion",0,0,0
2006,"Jhelum","Bombing/Explosion",0,0,0
2007,"Jhelum","Bombing/Explosion",0,0,0
2008,"Jhelum","Bombing/Explosion",0,0,0
2009,"Jhelum","Bombing/Explosion",0,0,0
2010,"Jhelum","Bombing/Explosion",0,0,0
2011,"Jhelum","Bombing/Explosion",0,0,0
2012,"Jhelum","Bombing/Explosion",0,0,0
2013,"Jhelum","Bombing/Explosion",0,0,0
2014,"Jhelum","Bombing/Explosion",1,4,18
2015,"Jhelum","Bombing/Explosion",0,0,0
2016,"Jhelum","Bombing/Explosion",1,1,0
2000,"Kachhi","Bombing/Explosion",0,0,0
2001,"Kachhi","Bombing/Explosion",1,1,3
2002,"Kachhi","Bombing/Explosion",1,0,0
2003,"Kachhi","Bombing/Explosion",0,0,0
2004,"Kachhi","Bombing/Explosion",0,0,0
2005,"Kachhi","Bombing/Explosion",2,0,0
2006,"Kachhi","Bombing/Explosion",11,22,35
2007,"Kachhi","Bombing/Explosion",2,0,0
2008,"Kachhi","Bombing/Explosion",2,8,14
2009,"Kachhi","Bombing/Explosion",3,1,6
2010,"Kachhi","Bombing/Explosion",2,0,0
2011,"Kachhi","Bombing/Explosion",5,0,3
2012,"Kachhi","Bombing/Explosion",6,4,4
2013,"Kachhi","Bombing/Explosion",15,1,11
2014,"Kachhi","Bombing/Explosion",8,1,1
2015,"Kachhi","Bombing/Explosion",8,19,152
2016,"Kachhi","Bombing/Explosion",7,5,18
2000,"Kalat","Bombing/Explosion",0,0,0
2001,"Kalat","Bombing/Explosion",0,0,0
2002,"Kalat","Bombing/Explosion",0,0,0
2003,"Kalat","Bombing/Explosion",0,0,0
2004,"Kalat","Bombing/Explosion",1,3,7
2005,"Kalat","Bombing/Explosion",3,0,0
2006,"Kalat","Bombing/Explosion",2,6,5
2007,"Kalat","Bombing/Explosion",1,7,15
2008,"Kalat","Bombing/Explosion",2,3,1
2009,"Kalat","Bombing/Explosion",6,9,21
2010,"Kalat","Bombing/Explosion",0,0,0
2011,"Kalat","Bombing/Explosion",0,0,0
2012,"Kalat","Bombing/Explosion",8,0,4
2013,"Kalat","Bombing/Explosion",8,1,8
2014,"Kalat","Bombing/Explosion",11,36,43
2015,"Kalat","Bombing/Explosion",2,0,3
2016,"Kalat","Bombing/Explosion",4,4,4
2000,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2001,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2002,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2003,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2004,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2005,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2006,"Kambar-Shahdadkot","Bombing/Explosion",1,1,2
2007,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2008,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2009,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2010,"Kambar-Shahdadkot","Bombing/Explosion",2,0,2
2011,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2012,"Kambar-Shahdadkot","Bombing/Explosion",2,0,0
2013,"Kambar-Shahdadkot","Bombing/Explosion",1,0,0
2014,"Kambar-Shahdadkot","Bombing/Explosion",2,0,0
2015,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2016,"Kambar-Shahdadkot","Bombing/Explosion",0,0,0
2000,"Karachi","Bombing/Explosion",7,21,99
2001,"Karachi","Bombing/Explosion",10,19,48
2002,"Karachi","Bombing/Explosion",11,30,117
2003,"Karachi","Bombing/Explosion",4,3,25
2004,"Karachi","Bombing/Explosion",8,41,168
2005,"Karachi","Bombing/Explosion",2,8,35
2006,"Karachi","Bombing/Explosion",5,65,178
2007,"Karachi","Bombing/Explosion",1,141,250
2008,"Karachi","Bombing/Explosion",8,24,71
2009,"Karachi","Bombing/Explosion",6,46,146
2010,"Karachi","Bombing/Explosion",10,36,154
2011,"Karachi","Bombing/Explosion",37,61,204
2012,"Karachi","Bombing/Explosion",62,47,289
2013,"Karachi","Bombing/Explosion",158,175,836
2014,"Karachi","Bombing/Explosion",121,86,356
2015,"Karachi","Bombing/Explosion",29,17,80
2016,"Karachi","Bombing/Explosion",23,4,55
2000,"Karak","Bombing/Explosion",0,0,0
2001,"Karak","Bombing/Explosion",0,0,0
2002,"Karak","Bombing/Explosion",0,0,0
2003,"Karak","Bombing/Explosion",0,0,0
2004,"Karak","Bombing/Explosion",0,0,0
2005,"Karak","Bombing/Explosion",0,0,0
2006,"Karak","Bombing/Explosion",0,0,0
2007,"Karak","Bombing/Explosion",3,1,0
2008,"Karak","Bombing/Explosion",0,0,0
2009,"Karak","Bombing/Explosion",1,0,0
2010,"Karak","Bombing/Explosion",0,0,0
2011,"Karak","Bombing/Explosion",1,0,0
2012,"Karak","Bombing/Explosion",3,0,0
2013,"Karak","Bombing/Explosion",2,0,0
2014,"Karak","Bombing/Explosion",2,0,15
2015,"Karak","Bombing/Explosion",0,0,0
2016,"Karak","Bombing/Explosion",0,0,0
2000,"Kashmore","Bombing/Explosion",0,0,0
2001,"Kashmore","Bombing/Explosion",0,0,0
2002,"Kashmore","Bombing/Explosion",0,0,0
2003,"Kashmore","Bombing/Explosion",0,0,0
2004,"Kashmore","Bombing/Explosion",0,0,0
2005,"Kashmore","Bombing/Explosion",0,0,0
2006,"Kashmore","Bombing/Explosion",0,0,0
2007,"Kashmore","Bombing/Explosion",0,0,0
2008,"Kashmore","Bombing/Explosion",0,0,0
2009,"Kashmore","Bombing/Explosion",0,0,0
2010,"Kashmore","Bombing/Explosion",0,0,0
2011,"Kashmore","Bombing/Explosion",3,0,10
2012,"Kashmore","Bombing/Explosion",0,0,0
2013,"Kashmore","Bombing/Explosion",2,3,0
2014,"Kashmore","Bombing/Explosion",7,1,0
2015,"Kashmore","Bombing/Explosion",9,2,5
2016,"Kashmore","Bombing/Explosion",0,0,0
2000,"Kasur","Bombing/Explosion",0,0,0
2001,"Kasur","Bombing/Explosion",0,0,0
2002,"Kasur","Bombing/Explosion",0,0,0
2003,"Kasur","Bombing/Explosion",0,0,0
2004,"Kasur","Bombing/Explosion",0,0,0
2005,"Kasur","Bombing/Explosion",0,0,0
2006,"Kasur","Bombing/Explosion",0,0,0
2007,"Kasur","Bombing/Explosion",0,0,0
2008,"Kasur","Bombing/Explosion",0,0,0
2009,"Kasur","Bombing/Explosion",0,0,0
2010,"Kasur","Bombing/Explosion",0,0,0
2011,"Kasur","Bombing/Explosion",0,0,0
2012,"Kasur","Bombing/Explosion",0,0,0
2013,"Kasur","Bombing/Explosion",1,0,0
2014,"Kasur","Bombing/Explosion",0,0,0
2015,"Kasur","Bombing/Explosion",0,0,0
2016,"Kasur","Bombing/Explosion",0,0,0
2000,"Kech","Bombing/Explosion",0,0,0
2001,"Kech","Bombing/Explosion",0,0,0
2002,"Kech","Bombing/Explosion",0,0,0
2003,"Kech","Bombing/Explosion",0,0,0
2004,"Kech","Bombing/Explosion",2,3,15
2005,"Kech","Bombing/Explosion",6,1,5
2006,"Kech","Bombing/Explosion",0,0,0
2007,"Kech","Bombing/Explosion",2,1,2
2008,"Kech","Bombing/Explosion",0,0,0
2009,"Kech","Bombing/Explosion",1,0,0
2010,"Kech","Bombing/Explosion",1,0,0
2011,"Kech","Bombing/Explosion",3,5,5
2012,"Kech","Bombing/Explosion",8,9,16
2013,"Kech","Bombing/Explosion",14,3,19
2014,"Kech","Bombing/Explosion",32,6,16
2015,"Kech","Bombing/Explosion",34,3,26
2016,"Kech","Bombing/Explosion",16,2,21
2000,"Khairpur","Bombing/Explosion",0,0,0
