iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2009,8,14,Balochistan,Mach,29.866252,67.329963,,3,Bombing/Explosion,,,A shop,Unknown,0,3,"Daily Times,""Two Bombs Wounded Three in Mach, Balochistan,"" Daily Times, August 18, 2009."
2009,8,15,Sindh,,26.172116,68.835918,,3,Bombing/Explosion,,,Power transmission lines were the target of the attack.,Unknown,0,0,"National Counterterrorism Center, ""Four Electrical Towers Damaged in IED Attack in Sindh, Pakistan,"" Worldwide Incidents Tracking System, April 1, 2009."
2009,8,16,Balochistan,Dera Allah Yar,28.36995,68.345008,,3,Bombing/Explosion,,,An electricity tower,Unknown,0,0,"National Counterterrorism Center, ""One Electricity Tower Destroyed in IED Attack in Dera Allah Yar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 13, 2010."
2009,8,19,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,Civilians were the target of the attack.,Unknown,0,3,"BBC Monitoring South Asia, ""Three Blasts in Pakistan's Baluchistan Injure 13 Policemen,"" LexisNexis Academic, BBC Monitoring South Asia, August 20, 2009."
2009,8,21,Balochistan,Khuzdar,27.80451,66.614133,,3,Bombing/Explosion,,,Civilians,Unknown,0,6,"BBC Monitoring South Asia, ""Six Hurt in Pakistan's Baluchistan Blast,"" LexisNexis Academic, BBC Monitoring South Asia, August 22, 2009."
2009,8,22,Balochistan,Wadh,27.340505,66.370608,"In Wad, Balochistan, Pakistan.",3,Bombing/Explosion,,,Civilians were the target of the attack.,Lashkar-e-Balochistan,0,2,"Jane's Intelligence, ""Roadside Bomb Injures Civilians in Pakistan's Balochistan,"" Terrorism Watch Report, August 24, 2009."
2009,8,22,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,A vehicle transporting members of Ansar-ul-Islam was the target.,Lashkar-e-Islam (Pakistan),0,4,"National Counterterrorism Center, ""Four Civilians Injured in IED Attack by Suspected Lashkar-e-Islam in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,8,26,Balochistan,Sui,28.630806,69.186259,,3,Bombing/Explosion,,,A grid station was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Grid Station Transformer Damaged in Grenade Attack in Sui, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,8,26,Balochistan,Sui,28.630806,69.186259,,3,Bombing/Explosion,,,An airport was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""Airport Targeted in Rocket Attack in Sui, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 12, 2010."
2009,8,26,Balochistan,Dera Bugti,29.033333,69.15,,3,Bombing/Explosion,,,A Loti gas field pipeline was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Gas Pipeline Damaged in IED Attack in Dera Bugti, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,8,26,Balochistan,Kohlu,29.673863,68.715498,,3,Bombing/Explosion,,,Two electricity towers,Unknown,0,0,"The Pakistan Newswire, �Hand Grenade Destroys Transformer in Sui,� LexisNexis Academic,The Pakistan Newswire, August 27, 2009."
2009,8,26,Federally Administered Tribal Areas,Torkham,34.119766,71.104745,"In near Towr Kham, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,An oil tanker was targeted in the attack.,Unknown,0,0,"The Pakistan Newswire, �Bomb Blast in Oil Tanker at Torkham,� LexisNexis Academic, The Pakistan Newswire, August 27, 2009."
2009,8,28,Balochistan,Rakhni,30.043295,69.923814,,3,Bombing/Explosion,,,An electrical tower was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Electrical Tower Damaged in IED Attack in Barkhan, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 12, 2010."
2009,8,28,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,A gas pipeline was targeted in the attack.,Unknown,0,0,"Pajhwok Afghan News, �Four Explosions Rock Quetta,� LexisNexis Academic, Pajhwok Afghan News, August 29, 2009."
2009,8,28,North-West Frontier Province,Kohat,33.583401,71.433219,"On Obalin road in Kohat, North-West Frontier, Pakistan.",3,Bombing/Explosion,,,Three members of a tribal welfare organization,Unknown,0,3,"Business Recorder, �Three Injured in Kohat Bomb Blast,� LexisNexis Academic, Business Recorder, August 29, 2009."
2009,8,28,Federally Administered Tribal Areas,Salarzai,34.865214,71.526639,,3,Bombing/Explosion,,,"A tribal chief, Malik Munasib Khan, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),0,6,"Daily Times, �Bomb Injures Six Men in Bajaur,� http://www.dailytimes.com.pk/default.asp?page=2009\08\29\story_29-8-2009_pg7_21 (August 29, 2009)."
2009,8,29,Balochistan,Quetta,30.182125,67.000517,"On Barwari road in Quetta, Balochistan, Pakistan.",3,Bombing/Explosion,,,A girl's school was targeted in the attack.,Unknown,0,0,"Pajhwok Afghan News, �Four Explosions Rock Quetta,� LexisNexis Academic, Pajhwok Afghan News, August 29, 2009."
2009,9,1,Balochistan,Gwadar,25.129902,62.323222,"In a shop in Gawadar, Balochistan, Pakistan.",3,Bombing/Explosion,,,The target was a shop.,Unknown,0,5,"National Counterterrorism Center, ""Five Civilians Wounded in Grenade Attack in Gwadar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 12, 2010."
2009,9,11,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,The target of the attack was a telephone box.,Unknown,0,0,"National Counterterrorism Center, ""One Telephone Box Damaged in IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, September 11, 2009."
2009,9,15,North-West Frontier Province,Hayatabad,33.979722,71.442801,,3,Bombing/Explosion,,,Civilians,Lashkar-e-Islam (Pakistan),0,1,"National Counterterrorism Center, ""One Civilian Wounded in Rocket Attack by Suspected LEI in Hayatabad, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,9,16,North-West Frontier Province,Hayatabad,33.979722,71.442801,,3,Bombing/Explosion,,,The target of the attack was civilians.,Unknown,0,3,"National Counterterrorism Center, ""Three Civilians Injured in Rocket Attack in Hayatabad, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,9,17,North-West Frontier Province,Kohat,33.583401,71.433219,,3,Bombing/Explosion,,,Civilians,Unknown,0,9,"National Counterterrorism Center, ""Nine Civilians Injured in IED Attack in Kohat, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,9,19,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,The target of the attack was civilians.,Unknown,0,6,"National Counterterrorism Center, ""Six Civilians Injure in IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,9,19,Federally Administered Tribal Areas,Khar,34.735879,71.525833,"In Gullo Khas, Khar, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,The target of the attack was civilians.,Unknown,0,2,"National Counterterrorism Center, ""Two Civilians Injured in IED Attack in Khar, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,9,22,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,The target of the bombing was a girl's school.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack by Suspected Taliban in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 14, 2010."
2009,10,2,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,In the Umri area of Khar sub district in the Bajaur Agency.,3,Bombing/Explosion,,,The target of the attack has not been reported.,Unknown,0,0,"Jane�s Intelligence, �Suspected Militants Detonate Bombs in Pakistan's Bajaur Agency,� Terrorism Watch Report, October 5, 2009."
2009,10,2,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,The bombing took place in Siddiqabad area of Khar sub-district in Bajaur Agency.,3,Bombing/Explosion,,,The target of the attack has not been reported.,Unknown,0,0,"Jane�s Intelligence, �Suspected Militants Detonate Bombs in Pakistan's Bajaur Agency,� Terrorism Watch Report, October 5, 2009."
2009,10,8,Balochistan,Quetta,30.182125,67.000517,"The bombing occurred on Zarghoon Road in Quetta, Balochistan, Pakistan.",3,Bombing/Explosion,,,A telephone switchboard was targeted in the bombing.,Unknown,0,0,"National Counterterrorism Center, ""One Telephone Switchboard Device Destroyed in IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, April 8, 2010."
2009,10,8,North-West Frontier Province,Peshawar,34.009667,71.579994,Shaheen Colony,3,Bombing/Explosion,,,A civilian residence was targeted in the attack.,Unknown,0,1,"National Counterterrorism Center, ""One Civilian Injured in Rocket Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 8, 2010."
2009,10,8,North-West Frontier Province,Peshawar,34.009667,71.579994,On a farm in Peshtakhara,3,Bombing/Explosion,,,An agriculture farm was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Farm Damaged in Rocket Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 8, 2010."
2009,10,8,North-West Frontier Province,Peshawar,34.009667,71.579994,Khyber Colony,3,Bombing/Explosion,,,The Communication and Works Department office was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Government Office Damaged in Rocket Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 8, 2010."
2009,10,18,Balochistan,Quetta,30.182125,67.000517,On Mano Jan Road,3,Bombing/Explosion,,,The residence of a government official was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Residence Damaged in Grenade Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, April 12, 2010."
2009,10,20,North-West Frontier Province,Peshawar,34.009667,71.579994,"The Government Girls' High School in Landi Arbab was the target of the attack, the exact location is unknown.",3,Bombing/Explosion,,,The Government Girls' High School,Unknown,0,0,"The International News, ""Two Bombs Recovered, Successfully Defused Near Peshawar Girls School,"" World News Connection, The International News, October 21, 2009."
2009,10,22,Balochistan,Sorab,28.491221,66.260402,,3,Bombing/Explosion,,,A group of workers repairing a gas pipeline,Unknown,0,7,"National Counterterrorism Center, ""Seven Civilians Wounded in Grenade Attack in Surab, Balochistan, Pakistan,""  Worldwide Incidents Tracking System, April 6, 2010."
2009,10,23,North-West Frontier Province,Hayatabad,33.979722,71.442801,,3,Bombing/Explosion,,,A restaurant,Unknown,0,15,"Agence France Presse, ""'Huge' Blast Rocks Pakistani City of Peshawar,"" World News Connection, Agence France Presse, October 23, 2009."
2009,10,28,North-West Frontier Province,Shabqadar,34.217542,71.561375,,3,Bombing/Explosion,,,A girl's school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Jane�s Intelligence, �Militants Blow Up School in Pakistan's Mohmand,� Terrorism Watch Report, October 29, 2009."
2009,10,29,North-West Frontier Province,Hangu,33.533541,71.057467,"In the area of Shahukhel neat Hangu, North-West Frontier, Pakistan.",3,Bombing/Explosion,,,A boy's school,Unknown,0,0,"National Counterterrorism Center, ""Three Residences, Two Schools, One Medical Clinic Destroyed in IED attack in Hangu, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 07, 2010."
2009,10,31,North-West Frontier Province,Bara,33.921926,71.462577,,3,Bombing/Explosion,,,The Kareegar Garhai Girls' High School,Unknown,0,0,"National Counterterrorism Center, ""One School Destroyed in IED Attack in Bara, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, April 07, 2010."
2009,10,31,North-West Frontier Province,Hangu,33.533541,71.057467,"The incident occurred near a market in Hangu, North-West Frontier, Pakistan.",3,Bombing/Explosion,,,A market was targeted in this attack.,Unknown,0,0,"National Counterterrorism Center, ""Seven Shops Damaged in IED Attack in Hangu, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 7, 2010."
2009,11,3,Balochistan,Musa Khel district,30.897238,69.854297,,3,Bombing/Explosion,,,An electrical tower was targeted in the bombing.,Unknown,0,0,"National Counterterrorism Center, ""One Electrical Tower Damaged in IED Attack in Musa Khel, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, April 13, 2009."
2009,11,5,North-West Frontier Province,Bara,33.921926,71.462577,In the Akakhel area,3,Bombing/Explosion,,,The girl's school,Tehrik-i-Taliban Pakistan (TTP),0,0,"Jane�s Intelligence, �Pro-Taliban Militants Destroy School in Pakistan's Khyber,� Terrorism Watch Report, November 6, 2009."
2009,11,5,North-West Frontier Province,Hangu,33.533541,71.057467,At a school in Hangu.,3,Bombing/Explosion,,,A school,Unknown,0,0,"Jane�s Intelligence, �Pro-Taliban Militants Blow up School in Pakistan's Hangu,� Terrorism Watch Report, November 6, 2009."
2009,11,7,Balochistan,Quetta,30.182125,67.000517,Near Mannu Jan Road in Quetta.,3,Bombing/Explosion,,,A government girl's high school,Unknown,0,3,"Xinhua News Agency, �Teachers, Students Injured in SW Pakistan Attack,"" http://news.xinhuanet.com/english/2009-11/05/content_12394513.htm (November 7, 2009)."
2009,11,11,North-West Frontier Province,Dir,35.202293,71.873006,In the Saleem Market area of Dir.,3,Bombing/Explosion,,,The target of the attack was a music shop.,Unknown,0,1,"Jane�s Intelligence, �Bomb Wounds Student in Pakistan's Dir,� Terrorism Watch Report, November 12, 2009."
2009,11,12,North-West Frontier Province,Hangu,33.533541,71.057467,"In the Wuch Bazaar area of Hangu, Pakistan.",3,Bombing/Explosion,,,The target of the attack was a residence.,Unknown,0,0,"Jane�s Intelligence, �Grenade Attack Targets Private Residence in Pakistan's Hangu,� Terrorism Watch Report, November 13, 2009."
2009,11,14,Balochistan,Quetta,30.182125,67.000517,Close to Khojak Road,3,Bombing/Explosion,,,A shop was targeted in the bombing.,Unknown,0,0,"National Counterterrorism Center, �One Shop Targeted in IED Attack in Quetta, Balochistan, Pakistan,� Worldwide Incidents Tracking System, April 14, 2010."
2009,11,15,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,A government passport office was targeted in the bombing.,Unknown,0,0,"National Counterterrorism Center, �One Government Office Targeted in IED Attack in Quetta, Balochistan, Pakistan,� Worldwide Incidents Tracking System, April 14, 2010."
2009,11,17,North-West Frontier Province,Bara,33.921926,71.462577,,3,Bombing/Explosion,,,A girl's school was targeted in the bombing.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Bara, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, April 14, 2010."
2009,11,18,Balochistan,Quetta,30.182125,67.000517,Near Spiny road in Quetta.,3,Bombing/Explosion,,,The Deputy Inspector General of police office,Lashkar-e-Jhangvi,0,0,"Jane's Intelligence, ""Rocket Attack Targets Senior Police Officer's Office in Pakistan's Balochistan,"" Terrorism Watch Report, December 22, 2009."
2009,11,18,Balochistan,Mastung,29.799248,66.84749,At the Quetta Electric Supply Company in the Dasht area of Mastung.,3,Bombing/Explosion,,,Two towers of the Quetta Electric Supply Company were targeted in the bombing.,Balochistan Liberation United Front (BLUF),0,0,"National Counterterrorism Center, ""Two Electricity Towers Destroyed in IED Attack by BLUF in Mastung, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, April 14, 2010."
2009,11,21,North-West Frontier Province,Bara,33.921926,71.462577,,3,Bombing/Explosion,6,Hostage Taking (Kidnapping),The Government High School Alam Gudar,Unknown,0,0,"National Counterterrorism Center, ""One Security Guard Taken Hostage in IED Attack in Bara, Federally Administered Tribal Areas, Pakistan,""  Worldwide Incidents Tracking System, April 13, 2010."
2009,11,21,North-West Frontier Province,Peshawar,34.009667,71.579994,At the Comprehensive Health and Education Foundation in Peshawar.,3,Bombing/Explosion,,,"A humanitarian office, Comprehensive Health and Education Foundation,",Unknown,0,1,"National Counterterrorism Center, ""One Security Guard Wounded in IED Attack in Peshawar, North West Frontier, Pakistan,"" Worldwide Incidents Tracking System, April 13, 2010."
2009,11,22,North-West Frontier Province,Peshawar,34.009667,71.579994,In Railway colony in Peshawar.,3,Bombing/Explosion,,,Railway colony civilian population,Unknown,0,0,"Jane's Intelligence, ""Rocket Attack Damages Residence in Pakistan's Peshawar,"" Terrorism Watch Report, November 24, 2009."
